Unnamed: 0,NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),에너지(kj),수분(g),수분(%),단백질(g),지방(g),지질가식부 100g당,탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),갈락토오스(g),당알콜(g),에리스리톨(g),총 식이섬유(g),총 식이섬유(mg),총 식이섬유(%),수용성 식이섬유(g),불용성 식이섬유(g),셀룰로오스(%),리그닌(%),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(g),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),구리(㎍),망간(㎎),망간(㎍),셀레늄(㎍),몰리브덴(㎍),요오드(㎍),염소(㎎),비타민 A(㎍),비타민 A(㎍ RE),레티놀(㎍),베타카로틴(㎍),레티놀A효능,비타민 D(D2+D3)(㎍),비타민 D2(㎍),비타민 D3(㎍),비타민 D1(㎍),비타민 E(㎎),비타민 E(㎎ αTE),알파 토코페롤(㎎),베타 토코페롤(㎎),감마 토코페롤(㎎),델타 토코페롤(㎎),알파 토코트리에놀(㎎),베타 토코트리에놀(㎎),감마 토코트리에놀(㎎),델타 토코트리에놀(㎎),토코페롤(㎎),토코트리에놀(㎎),비타민 K(㎎),비타민 K(㎍),비타민 K1(㎍),비타민 K2(㎍),비타민 B1(㎎),비타민 B1(㎍),비타민 B2(㎎),비타민 B2(㎍),나이아신(㎎),나이아신(㎎ NE),나이아신(NE)(㎎),나이아신(NE)(㎎ NE),니코틴산 (㎎),니코틴아마이드(㎎),판토텐산(㎎),판토텐산(㎍),비타민 B6(㎎),비타민 B6(㎍),피리독신(㎎),비오틴(㎍),엽산(DFE)(㎍),엽산  천연 엽산(㎍),엽산  합성 엽산(㎍),비타민 B12(㎎),비타민 B12(㎍),비타민 C(g),비타민 C(㎎),콜린(g),콜린(㎎),총 아미노산(g),총 아미노산(㎎),필수 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),비필수 아미노산(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인 (㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),콜레스테롤(g),콜레스테롤(㎎),총 지방산(g),총 필수 지방산(g),총 포화 지방산(g),총 포화 지방산(%),부티르산(4:0)(g),부티르산(4:0)(㎎),카프로산(6:0)(g),카프로산(6:0)(㎎),카프릴산(8:0)(g),카프릴산(8:0)(㎎),카프르산(10:0)(g),카프르산(10:0)(㎎),라우르산(12:0)(g),라우르산(12:0)(㎎),라우르산(12:0)(%),트라이데칸산(13:0)(㎎),미리스트산(14:0)(g),미리스트산(14:0)(㎎),미리스트산(14:0)(%),펜타데칸산(15:0)(㎎),팔미트산(16:0)(g),팔미트산(16:0)(㎎),팔미트산(16:0)(%),헵타데칸산(17:0)(㎎),스테아르산(18:0)(g),스테아르산(18:0)(㎎),스테아르산(18:0)(%),아라키드산(20:0)(g),아라키드산(20:0)(㎎),아라키드산(20:0)(%),헨에이코산산(21:0)(㎎),베헨산(22:0)(㎎),트리코산산(23:0)(㎎),리그노세르산(24:0)(㎎),총 단일 불포화지방산(g),총 단일 불포화지방산(%),미리스톨레산(14:1)(g),미리스톨레산(14:1)(㎎),미리스톨레산(14:1)(%),팔미톨레산(16:1)(g),팔미톨레산(16:1)(㎎),팔미톨레산(16:1)(%),헵타데센산(17:1)(㎎),올레산(18:1(n9))(g),올레산(18:1(n9))(㎎),올레산(18:1(n9))(%),박센산(18:1(n7))(g),박센산(18:1(n7))(㎎),가돌레산(20:1)(g),가돌레산(20:1)(㎎),가돌레산(20:1)(%),에루크산(22:1)(㎎),에루크산(22:1)(%),네르본산(24:1)(㎎),총 다중 불포화지방산(g),총 다중 불포화지방산(%),리놀레산(18:2(n6)c)(g),리놀레산(18:2(n6)c)(㎎),리놀레산(18:2(n6)c)(%),알파 리놀렌산(18:3(n3))(g),알파 리놀렌산(18:3(n3))(㎎),리놀렌산(18:3(n3)(%),감마 리놀렌산(18:3(n6))(g),감마 리놀렌산(18:3(n6))(㎎),스테아리돈산(18:4)(%),에이코사디에노산(20:2(n6))(g),에이코사디에노산(20:2(n6))(㎎),에이코사트리에노산(20:3(n3))(㎎),에이코사트리에노산(20:3(n6))(g),에이코사트리에노산(20:3(n6))(㎎),아라키돈산(20:4(n6))(g),아라키돈산(20:4(n6))(㎎),아라키돈산(20:4(n6))(%),에이코사테트라에노산(20:4(n3))(㎎),에이코사펜타에노산(20:5(n3))(g),에이코사펜타에노산(20:5(n3))(㎎),에이코사펜타에노산(20:5(n3))(%),도코사디에노산(22:2)(㎎),도코사펜타에노산(22:5(n3))(g),도코사펜타에노산(22:5(n3))(㎎),도코사펜타에노산(22:5(n3))(%),도코사헥사에노산(22:6(n3))(g),도코사헥사에노산(22:6(n3))(㎎),도코사헥사에노산(22:6(n3))(%),EPA와 DHA의 합(㎎),오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),트랜스 올레산(18:1(n9)t)(g),트랜스 올레산(18:1(n9)t)(㎎),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산 (18:2t)(㎎),트랜스 리놀렌산(18:3t)(g),트랜스 리놀렌산(18:3t)(㎎),트랜스 리놀렌산(18:3t)(%),냉산가용성물질(㎎),총 불포화지방산(g),식염상당량(g),회분(g),폐기율(%),가식부(%),산가용성물질(%),카페인(㎎),성분표출처,발행기관
6982,6983,D018202ZZAVG,D018202,음식,품목대표,볶음밥,2020,전국(대표),평균,밥류,볶음밥류,350.0,g,,,640.48,,199.05,,19.47,9.67,,118.88,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.79,,,,,,,47.21,1.83,,23.51,215.06,,347.89,743.58,3.51,0.3,,1.23,,24.64,,,,,,34.47,1247.5,,,,0.00,,,,,,,,,,,,7.15,0.0,,,,,0.42,,0.12,,0.38,,,,,,,,,,,,48.69,,,,0.0,,14.47,,,,16269.69,,632.63,1355.9,1029.86,324.13,796.18,729.08,,766.92,433.58,1126.57,,621.42,459.9,1038.97,1542.66,3124.5,735.21,578.61,973.58,,,,,,,,102.47,,,3.84,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.09,,,,2.64,,,,1.08,,,0.03,,,,,,,,,0.0,,,0.21,,,,4.12,,,0.27,,0.06,,,,,,,,4.42,,,0.43,,,0.03,,,0.02,,,0.01,,0.08,,,,0.0,,,,0.0,,,0.0,,,,,,0.09,0.03,,0.06,,0.01,,,,,,2.93,,,,,식약처 영양실태조사('20),식품의약품안전처
148,149,D000261ZZAVG,D000261,음식,품목대표,회덮밥,2019,전국(대표),평균,밥류,덮밥류,500.0,g,,,683.018482367432,,345.952360210709,,30.2102386522483,16.5532762237567,,103.299510436157,10.9254584293398,0.160412327172757,3.16377494634697,0.396680284463488,0.0,7.20459087135656,,,,8.08843081603573,,,,,,,119.263181839344,,17.2819180789742,0.0,393.908716958207,,815.968559934078,744.270134571617,0.0,0.0,,0.0,,0.0,,,,,,5.03108837500742,1699.76414916306,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0966823616609684,,2.8566526084108,,5.91833069800178,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,88.64933531254,,,2.8965043439337,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.2,,,,2.1,,,,0.5,,,0.0,,,,,,,,,0.0,,,0.4,,,,3.4,,,0.3,,0.1,,,,,,,,4.1,,,0.6,,,0.0,,,0.0,,,0.0,,0.1,,,,0.4,,,,0.2,,,0.0,,,,,,0.112540789721403,0.0,,0.1,,0.0,,,,,,3.98461447712873,,,,,식약처('12) 제1권,식품의약품안전처
76,77,D000142ZZAVG,D000142,음식,품목대표,닭칼국수,2019,전국(대표),평균,면 및 만두류,국수류,900.0,g,,,663.0,,743.0,,42.2,12.8,,94.7,5.3,0.2,1.0,1.6,0.0,2.4,,,,9.8,,,,,,,85.36,,1.84,83.99,367.52,,710.63,2125.17,2.21,0.19,,0.73,,0.05,,,,,,0.0,331.97,,,,,,,,,,,,,,,,1.85,0.89,,,,,0.32,,0.31,,1.27,,,,,,,,,,,,83.54,,,,0.0,,0.83,,,,,,1590.91,2911.5,2568.5,756.56,1728.77,1511.36,,1776.96,1014.68,2206.73,,993.73,318.64,1971.08,3108.27,9626.06,1883.56,2367.6,1616.31,,,,,,,,95.67,,,2.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.1,,,,1.9,,,,0.5,,,0.0,,,,,,,,,0.0,,,0.4,,,,2.7,,,0.2,,0.0,,,,,,,,2.0,,,0.2,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,7.3,,,,,식약처('17) 제5권,식품의약품안전처
6943,6944,D018163ZZAVG,D018163,음식,품목대표,라면,2020,전국(대표),평균,면 및 만두류,라면류,550.0,g,,,450.91,,447.98,,9.48,12.52,,75.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.5,,,,,,,182.14,0.38,,19.16,109.12,,311.48,1559.21,0.42,0.08,,0.42,,18.64,,,,,,0.0,192.27,,,,0.00,,,,,,,,,,,,3.55,0.58,,,,,0.0,,2.08,,1.71,,,,,,,,,,,,20.99,,,,0.0,,0.0,,,,7992.04,,363.96,530.29,253.15,13.28,349.1,336.12,,333.64,286.55,418.07,,350.14,101.95,269.23,460.1,2653.4,254.66,553.25,465.14,,,,,,,,0.0,,,4.53,,0.0,,0.0,,0.0,,0.0,,0.02,,,,0.1,,,,3.95,,,,0.42,,,0.04,,,,,,,,,0.0,,,0.02,,,,3.68,,,0.07,,0.02,,,,,,,,1.34,,,0.05,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.03,0.0,,0.03,,0.0,,,,,,4.94,,,,,식약처 영양실태조사('20),식품의약품안전처
6955,6956,D018175ZZAVG,D018175,음식,품목대표,수제비,2020,전국(대표),평균,면 및 만두류,기타 면류,650.0,g,,,378.28,,555.34,,14.99,3.35,,72.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.96,,,,,,,55.67,1.32,,74.04,236.99,,691.09,925.17,1.32,0.23,,0.61,,56.04,,,,,,21.97,83.08,,,,0.00,,,,,,,,,,,,1.34,0.04,,,,,1.08,,0.16,,8.64,,,,,,,,,,,,373.21,,,,1.36,,14.09,,,,11518.63,,450.91,840.34,482.51,226.62,577.94,423.57,,609.97,219.22,647.01,,294.47,94.67,481.48,933.92,3251.39,405.63,937.27,641.72,,,,,,,,83.55,,,0.98,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.01,,,,0.79,,,,0.18,,,0.0,,,,,,,,,0.0,,,0.07,,,,1.04,,,0.06,,0.01,,,,,,,,0.78,,,0.06,,,0.0,,,0.0,,,0.0,,0.04,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,4.28,,,,,식약처 영양실태조사('20),식품의약품안전처
90,91,D000164ZZAVG,D000164,음식,품목대표,자장면,2019,전국(대표),평균,면 및 만두류,중식면류,650.0,g,,,796.502670592793,,469.448818175391,,19.7713764318789,20.321284218955,,133.631401723671,7.79539804521191,0.0,3.40014200750541,4.22968659326206,0.0,0.165569444444444,,,,21.7479166666667,,,,,,,81.9194243636584,,24.2568587523843,0.0,199.395689002741,,462.094467661734,2391.58121641152,0.0,0.0,,0.0,,0.0,,,,,,0.847647322606172,59.9964044722723,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.852905735998797,,0.415264658821473,,4.62215311142405,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,10.7563122229621,,,8.51551020016925,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.2,,,,6.2,,,,2.1,,,0.1,,,,,,,,,0.0,,,0.3,,,,9.0,,,0.6,,0.3,,,,,,,,9.8,,,0.8,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.173083116473027,0.1,,0.1,,0.0,,,,,,6.82711945010463,,,,,식약처('12) 제1권,식품의약품안전처
93,94,D000171ZZAVG,D000171,음식,품목대표,크림소스스파게티,2019,전국(대표),평균,면 및 만두류,스파게티류,400.0,g,,,837.570175509636,,249.532985794741,,21.7935107453258,50.5939063717594,,73.7627437956245,9.1733667138593,0.657807289388728,0.468826481468544,0.540426054933311,6.68486244362427,0.821444444444444,,,,4.75545588010401,,,,,,,241.448826408088,,1.50179431022041,62.34,411.169811470006,,523.069774467137,1030.21030251365,2.24,0.34,,0.66,,0.0,,,,,,264.215198515194,135.348200660424,,,,,,,,,,,,,,,,5.04,1.4,,,,,0.829791671837092,,0.529989361749948,,3.69421201675767,,,,,,,,,,,,0.0,,,,0.0,,0.199559238798737,,,,,,828.94,1647.97,1188.87,375.23,966.67,773.85,,996.27,552.14,935.21,,564.13,155.47,833.9,1472.37,6480.99,819.71,1951.19,1095.78,,,,,,,,126.577708489451,,,25.6653760888677,,0.6,,0.5,,0.5,,0.9,,2.7,,,,3.8,,,,11.5,,,,5.1,,,0.1,,,,,,,,,0.2,,,0.6,,,,11.6,,,0.2,,0.1,,,,,,,,4.0,,,0.4,,,0.0,,,0.0,,,0.0,,0.1,,,,0.0,,,,0.0,,,0.0,,,,,,1.00584491245155,0.7,,0.3,,0.0,,,,,,4.31685329254933,,,,,식약처('13) 제2권,식품의약품안전처
94,95,D000172ZZAVG,D000172,음식,품목대표,토마토소스스파게티,2019,전국(대표),평균,면 및 만두류,스파게티류,500.0,g,,,642.583270916812,,356.795485516313,,24.348842462914,19.1524320530042,,93.2040031470296,15.5984400683995,2.51709889921237,4.98834461475566,6.52687368247819,0.194444444444444,1.37167842750883,,,,7.33917610420116,,,,,,,214.536282817223,,3.05229495048657,93.04,373.19304786047,,1094.45041100688,1508.63440253316,2.71,0.43,,1.03,,0.0,,,,,,23.4440647116694,1228.63803999067,,,,,,,,,,,,,,,,9.89,1.43,,,,,0.868482098173725,,0.331647843820446,,9.36026349323262,,,,,,,,,,,,0.0,,,,0.0,,0.165992524863845,,,,,,787.99,1576.3,1107.08,301.03,992.6,753.28,,943.93,552.77,1034.13,,536.14,139.02,905.57,1787.1,7954.75,856.53,2031.02,1078.17,,,,,,,,49.1675328994745,,,5.43661866043655,,0.0,,0.0,,0.0,,0.1,,0.1,,,,0.3,,,,3.5,,,,1.2,,,0.1,,,,,,,,,0.0,,,0.2,,,,7.6,,,0.4,,0.1,,,,,,,,4.2,,,0.4,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.20969330382859,0.1,,0.1,,0.0,,,,,,6.49923682073892,,,,,식약처('13) 제2권,식품의약품안전처
21,22,D000032ZZAVG,D000032,음식,품목대표,김치국,2019,전국(대표),평균,국 및 탕류,채소류국.탕,450.0,g,,,89.0,,425.8,,5.4,2.8,,10.5,2.9,0.6,1.1,1.2,0.0,0.0,,,,4.5,,,,,,,113.75,,1.55,60.98,116.81,,516.39,1642.08,0.73,0.14,,0.45,,41.43,,,,,,0.0,734.11,,,,,,,,,,,,,,,,2.27,0.01,,,,,0.28,,0.15,,0.0,,,,,,,,,,,,33.74,,,,0.15,,1.78,,,,,,137.02,274.18,267.73,48.01,175.65,170.57,,177.56,98.49,287.29,,122.27,58.46,278.94,598.5,1450.03,212.42,211.06,207.21,,,,,,,,0.0,,,0.3,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.2,,,,0.1,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.3,,,0.0,,0.0,,,,,,,,0.7,,,0.1,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,5.4,,,,,식약처('15) 제3권,식품의약품안전처
6,7,D00001295AVG,D000012,음식,품목대표,돼지갈비,2019,서울특별시 마포구,평균,구이류,육류구이,100.0,g,,,240.32,,56.3,,19.5,14.4,,8.1,4.5,2.5,0.6,0.6,0.0,0.9,,,,0.3,,,,,,,47.21,,0.92,20.74,156.16,,280.71,404.66,2.75,0.07,,0.1,,41.24,,,,,,3.07,1.89,,,,,,,,,,,,,,,,0.61,0.03,,,,,0.31,,0.14,,0.17,,,,,,,,,,,,5.37,,,,0.0,,0.0,,,,,,777.849679073894,1602.98393078587,1661.0409199206,494.140837796747,839.22436708708,899.55252245588,,958.745870200609,568.596585742406,1234.02707034853,,628.309298232996,169.605507041595,1267.67930027559,1824.92767406189,3436.63556844424,1079.38344311623,782.667429429992,781.814049825771,,,,,,,,49.34,,,4.7,,0.0,,0.0,,0.0,,0.0126650303185184,,0.0188507053681695,,,,0.194940303849054,,,,2.95395228722224,,,,1.53726517933608,,,0.022161851005724,,,,,,,,,0.0035456532230555,,,0.268539117688519,,,,4.57668148916661,,,0.340175060103504,,0.0866746610007041,,,,,,,,1.71765440557466,,,0.0655912644438278,,,0.0035720700777009,,,0.056936752694639,,,0.0168317160112846,,0.0792095526537542,,,,0.0,,,,0.0068692392006232,,,0.0,,,,,,0.1,0.0404882424769954,,0.0193701835533368,,0.0027938886005369,,,,,,1.6,,,,,식약처('16) 제4권,식품의약품안전처
